"id","name","base_experience","height","weight","types","abilities","hp","attack","defense","sp_attack","sp_defense","speed"
"932","nacli","56","4","160","rock","purifying-salt|sturdy|clear-body","55","55","75","35","35","25"
"939","bellibolt","173","12","1130","electric","electromorphosis|static|damp","109","64","91","103","83","45"
"946","bramblin","55","6","6","grass|ghost","wind-rider|infiltrator","40","65","30","45","35","60"
"953","rellor","54","2","10","bug","compound-eyes|shed-skin","41","50","60","31","58","30"
"958","tinkatuff","133","7","591","fairy|steel","mold-breaker|own-tempo|pickpocket","65","55","55","45","82","78"
"940","wattrel","56","4","36","electric|flying","wind-power|volt-absorb|competitive","40","40","35","55","40","70"
"959","tinkaton","253","7","1128","fairy|steel","mold-breaker|own-tempo|pickpocket","85","75","77","70","105","94"
"944","shroodle","58","2","7","poison|normal","unburden|pickpocket|prankster","40","65","35","40","35","75"
"949","toedscruel","180","19","580","ground|grass","mycelium-might|mycelium-might","80","70","65","80","120","100"
"947","brambleghast","168","12","60","grass|ghost","wind-rider|infiltrator","55","115","70","80","70","90"
"954","rabsca","165","3","35","bug|psychic","synchronize|telepathy","75","50","85","115","100","45"
"966","revavroom","175","18","1200","steel|poison","overcoat|filter","80","119","90","54","67","90"
"948","toedscool","67","9","330","ground|grass","mycelium-might|mycelium-might","40","40","35","50","100","70"
"967","cyclizar","175","16","630","dragon|normal","shed-skin|regenerator","70","95","65","85","65","121"
"957","tinkatink","59","4","89","fairy|steel","mold-breaker|own-tempo|pickpocket","50","45","45","35","64","58"
"961","wugtrio","149","12","54","water","gooey|rattled|sand-veil","35","100","50","50","70","120"
"952","scovillain","170","9","150","grass|fire","chlorophyll|insomnia|moody","65","108","65","108","65","75"
"955","flittle","51","2","15","psychic","anticipation|frisk|speed-boost","30","35","30","55","30","75"
"962","bombirdier","243","15","429","flying|dark","big-pecks|keen-eye|rocky-payload","70","103","85","60","85","82"
"974","cetoddle","67","12","450","ice","thick-fat|snow-cloak|sheer-force","108","68","45","30","40","43"
"956","espathra","168","19","900","psychic","opportunist|frisk|speed-boost","95","60","60","101","60","105"
"965","varoom","60","10","350","steel|poison","overcoat|slow-start","45","70","63","30","45","47"
"960","wiglett","49","12","18","water","gooey|rattled|sand-veil","10","55","25","35","25","95"
"975","cetitan","182","45","7000","ice","thick-fat|slush-rush|sheer-force","170","113","65","45","55","73"
"969","glimmet","70","7","80","rock|poison","toxic-debris|corrosion","48","35","42","105","60","60"
"963","finizen","63","13","602","water","water-veil|water-veil","70","45","40","45","40","75"
"970","glimmora","184","15","450","rock|poison","toxic-debris|corrosion","83","55","90","130","81","86"
"982","dudunsparce-two-segment","182","36","392","normal","serene-grace|run-away|rattled","125","100","80","85","75","55"
"977","dondozo","265","120","2200","water","unaware|oblivious|water-veil","150","100","115","65","65","35"
"964","palafin-zero","160","13","602","water","zero-to-hero|zero-to-hero","100","70","72","53","62","100"
"968","orthworm","240","25","3100","steel","earth-eater|sand-veil","70","85","145","60","55","65"
"973","flamigo","175","16","370","flying|fighting","scrappy|tangled-feet|costar","82","115","74","75","64","90"
"983","kingambit","275","20","1200","dark|steel","defiant|supreme-overlord|pressure","100","135","120","60","85","50"
"971","greavard","58","6","350","ghost","pickup|fluffy","50","61","60","30","55","34"
"985","scream-tail","285","12","80","fairy|psychic","protosynthesis","115","65","99","65","115","111"
"978","tatsugiri-curly","166","3","80","dragon|water","commander|storm-drain","68","50","60","120","95","82"
"990","iron-treads","285","9","2400","ground|steel","quark-drive","90","112","120","72","70","106"
"972","houndstone","171","20","150","ghost","sand-rush|fluffy","72","101","100","50","97","68"
"976","veluza","167","25","900","water|psychic","mold-breaker|sharpness","90","102","73","78","65","70"
"981","farigiraf","260","32","1600","normal|psychic","cud-chew|armor-tail|sap-sipper","120","90","70","110","70","60"
"991","iron-bundle","285","6","110","ice|water","quark-drive","56","80","114","124","60","136"
"979","annihilape","268","12","560","fighting|ghost","vital-spirit|inner-focus|defiant","110","115","80","50","90","90"
"986","brute-bonnet","285","12","210","grass|dark","protosynthesis","111","127","99","79","99","55"
"998","baxcalibur","300","21","2100","dragon|ice","thermal-exchange|ice-body","115","145","92","75","86","87"
"993","iron-jugulis","285","13","1110","dark|flying","quark-drive","94","80","86","122","80","108"
"984","great-tusk","285","22","3200","ground|fighting","protosynthesis","115","131","131","53","53","87"
"980","clodsire","151","18","2230","poison|ground","poison-point|water-absorb|unaware","130","75","60","45","100","20"
"989","sandy-shocks","285","23","600","electric|ground","protosynthesis","85","81","97","121","85","101"
"999","gimmighoul","60","3","50","ghost","rattled","45","30","70","75","70","10"
"987","flutter-mane","285","14","40","ghost|fairy","protosynthesis","55","55","55","135","135","135"
"994","iron-moth","285","12","360","fire|poison","quark-drive","80","70","60","140","110","110"
"1006","iron-valiant","295","14","350","fairy|fighting","quark-drive","74","130","90","120","60","116"
"1001","wo-chien","285","15","742","dark|grass","tablets-of-ruin","85","85","100","95","135","70"
"988","slither-wing","285","32","920","bug|fighting","protosynthesis","85","135","79","85","105","81"
"992","iron-hands","285","18","3807","fighting|electric","quark-drive","154","140","108","50","68","50"
"997","arctibax","148","8","300","dragon|ice","thermal-exchange|ice-body","90","95","66","45","65","62"
"1007","koraidon","335","25","3030","fighting|dragon","orichalcum-pulse","100","135","115","85","100","135"
"995","iron-thorns","285","16","3030","rock|electric","quark-drive","100","134","110","70","84","72"
"1002","chien-pao","285","19","1522","dark|ice","sword-of-ruin","80","120","80","90","65","135"
"1014","okidogi","278","18","922","poison|fighting","toxic-chain|guard-dog","88","128","115","58","86","80"
"1009","walking-wake","295","35","2800","water|dragon","protosynthesis","99","83","91","125","83","109"
"1000","gholdengo","275","12","300","steel|ghost","good-as-gold","87","60","95","133","91","84"
"996","frigibax","64","5","170","dragon|ice","thermal-exchange|ice-body","65","75","45","35","45","55"
"1005","roaring-moon","295","20","3800","dragon|dark","protosynthesis","105","139","71","55","101","119"
"1015","munkidori","278","10","122","poison|psychic","toxic-chain|frisk","88","75","66","130","90","106"
"1003","ting-lu","285","27","6997","dark|ground","vessel-of-ruin","155","110","125","55","80","45"
"1010","iron-leaves","295","15","1250","grass|psychic","quark-drive","90","130","88","70","108","104"
"1022","iron-boulder","295","15","1625","rock|psychic","quark-drive","90","120","80","68","108","124"
"1017","ogerpon","275","12","398","grass","defiant","80","120","84","60","96","110"
"1004","chi-yu","285","4","49","dark|fire","beads-of-ruin","55","80","80","135","120","100"
"1013","sinistcha","178","2","22","grass|ghost","hospitality|heatproof","71","60","106","121","80","70"
"1023","iron-crown","295","16","1560","steel|psychic","quark-drive","90","72","100","122","108","98"
"1008","miraidon","335","35","2400","electric|dragon","hadron-engine","100","85","100","135","115","135"
"1011","dipplin","170","4","97","grass|dragon","supersweet-syrup|gluttony|sticky-hold","80","80","110","95","80","40"
"1018","archaludon","300","20","600","steel|dragon","stamina|sturdy|stalwart","90","105","130","125","65","85"
"10005","wormadam-trash","148","5","65","bug|steel","anticipation|overcoat","60","69","95","69","95","36"
"1012","poltchageist","62","1","11","grass|ghost","hospitality|heatproof","40","45","45","74","54","50"
"1025","pecharunt","300","3","3","poison|ghost","poison-puppeteer","88","88","160","88","88","88"
"1016","fezandipiti","278","14","301","poison|fairy","toxic-chain|technician","88","91","82","70","125","99"
"10006","shaymin-sky","270","4","52","grass|flying","serene-grace","100","103","75","120","75","127"
"1021","raging-bolt","295","52","4800","electric|dragon","protosynthesis","125","73","91","137","89","75"
"1019","hydrapple","270","18","930","grass|dragon","supersweet-syrup|regenerator|sticky-hold","106","80","110","120","80","44"
"10001","deoxys-attack","270","17","608","psychic","pressure","50","180","20","180","20","150"
"10013","castform-sunny","147","3","8","fire","forecast","70","70","70","70","70","70"
"1020","gouging-fire","295","35","5900","fire|dragon","protosynthesis","105","115","121","65","93","91"
"10008","rotom-heat","182","3","3","electric|fire","levitate","50","65","107","105","107","86"
"1024","terapagos","90","2","65","normal","tera-shift","90","65","85","65","85","60"
"10004","wormadam-sandy","148","5","65","bug|ground","anticipation|overcoat","60","79","105","59","85","36"
"10014","castform-rainy","147","3","8","water","forecast","70","70","70","70","70","70"
"10002","deoxys-defense","270","17","608","psychic","pressure","50","70","160","70","160","90"
"10009","rotom-wash","182","3","3","electric|water","levitate","50","65","107","105","107","86"
"10021","landorus-therian","300","13","680","ground|flying","intimidate","89","145","90","105","80","91"
"10003","deoxys-speed","270","17","608","psychic","pressure","50","95","90","95","90","180"
"10016","basculin-blue-striped","161","10","180","water","rock-head|adaptability|mold-breaker","70","92","65","80","55","98"
"10007","giratina-origin","340","69","6500","ghost|dragon","levitate","150","120","100","120","100","90"
"10012","rotom-mow","182","3","3","electric|grass","levitate","50","65","107","105","107","86"
"10022","kyurem-black","350","33","3250","dragon|ice","teravolt","125","170","100","120","90","95"
"10010","rotom-frost","182","3","3","electric|ice","levitate","50","65","107","105","107","86"
"10017","darmanitan-zen","189","13","929","fire|psychic","sheer-force|zen-mode","105","30","105","140","105","55"
"10029","pumpkaboo-super","67","8","150","ghost|grass","pickup|frisk|insomnia","59","66","70","44","55","41"
"10011","rotom-fan","182","3","3","electric|flying","levitate","50","65","107","105","107","86"
"10024","keldeo-resolute","290","14","485","water|fighting","justified","91","72","90","129","90","108"
"10015","castform-snowy","147","3","8","ice","forecast","70","70","70","70","70","70"
"10020","thundurus-therian","290","30","610","electric|flying","volt-absorb","79","105","70","145","80","101"
"10030","gourgeist-small","173","7","95","ghost|grass","pickup|frisk|insomnia","55","85","122","58","75","99"
"10018","meloetta-pirouette","270","6","65","normal|fighting","serene-grace","100","128","90","77","77","128"
"10037","alakazam-mega","270","12","480","psychic","trace","55","50","65","175","105","150"
"10025","meowstic-female","163","6","85","psychic","keen-eye|infiltrator|competitive","74","48","76","83","81","104"
"10019","tornadus-therian","290","14","630","flying","regenerator","79","100","80","110","90","121"
"10032","gourgeist-super","173","17","390","ghost|grass","pickup|frisk|insomnia","85","100","122","58","75","54"
"10023","kyurem-white","350","36","3250","dragon|ice","turboblaze","125","120","90","170","100","95"
"10028","pumpkaboo-large","67","5","75","ghost|grass","pickup|frisk|insomnia","54","66","70","44","55","46"
"10038","gengar-mega","270","14","405","ghost|poison","shadow-tag","60","65","80","170","95","130"
"10026","aegislash-blade","250","17","530","steel|ghost","stance-change","60","140","50","140","50","60"
"10033","venusaur-mega","281","24","1555","grass|poison","thick-fat","80","100","123","122","120","80"
"10045","ampharos-mega","275","14","615","electric|dragon","mold-breaker","90","95","105","165","110","45"
"10031","gourgeist-large","173","11","140","ghost|grass","pickup|frisk|insomnia","75","95","122","58","75","69"
"10040","pinsir-mega","210","17","590","bug|flying","aerilate","65","155","120","65","90","105"
"10027","pumpkaboo-small","67","3","35","ghost|grass","pickup|frisk|insomnia","44","66","70","44","55","56"
"10036","blastoise-mega","284","16","1011","water","mega-launcher","79","103","120","135","115","78"
"10034","charizard-mega-x","285","17","1105","fire|dragon","tough-claws","78","130","111","130","85","100"
"10046","scizor-mega","210","20","1250","bug|steel","technician","70","150","140","65","100","75"
"10041","gyarados-mega","224","65","3050","water|dark","mold-breaker","95","155","109","70","130","81"
"10053","aggron-mega","284","22","3950","steel","filter","70","140","230","60","80","50"
"10048","houndoom-mega","210","19","495","dark|fire","solar-power","75","90","90","140","90","115"
"10035","charizard-mega-y","285","17","1005","fire|flying","drought","78","104","78","159","115","100"
"10039","kangaskhan-mega","207","22","1000","normal","parental-bond","105","125","100","60","100","100"
"10044","mewtwo-mega-y","351","15","330","psychic","insomnia","106","150","70","194","120","140"
"10042","aerodactyl-mega","215","21","790","rock|flying","tough-claws","80","135","85","70","95","150"
"10054","medicham-mega","179","13","315","fighting|psychic","pure-power","60","100","85","80","85","100"
"10061","floette-eternal","243","2","9","fairy","flower-veil|symbiosis","74","65","67","125","128","92"
"10049","tyranitar-mega","315","25","2550","rock|dark","sand-stream","100","164","150","95","120","71"
"10056","banette-mega","194","12","130","ghost","prankster","64","165","75","93","83","75"
"10047","heracross-mega","210","17","625","bug|fighting","skill-link","80","185","115","40","105","75"
"10043","mewtwo-mega-x","351","23","1270","psychic|fighting","steadfast","106","190","100","154","100","130"
"10052","mawile-mega","168","10","235","steel|fairy","huge-power","50","105","125","55","95","50"
"10050","blaziken-mega","284","19","520","fire|fighting","speed-boost","80","160","80","130","80","100"
"10062","latias-mega","315","18","520","dragon|psychic","levitate","80","100","120","140","150","110"
"10057","absol-mega","198","12","490","dark","magic-bounce","65","150","60","115","60","115"
"10069","audino-mega","425","15","320","normal|fairy","healer","103","60","126","80","126","50"
"10064","swampert-mega","286","19","1020","water|ground","swift-swim","100","150","110","95","110","70"
"10055","manectric-mega","201","18","440","electric","intimidate","70","75","80","135","80","135"
"10051","gardevoir-mega","278","16","484","psychic|fairy","pixilate","68","85","65","165","135","100"
"10060","abomasnow-mega","208","27","1850","grass|ice","snow-warning","90","132","105","132","105","30"
"10070","sharpedo-mega","196","25","1303","water|dark","strong-jaw","70","140","70","110","65","105"
"10058","garchomp-mega","315","19","950","dragon|ground","sand-force","108","170","115","120","95","92"
"10065","sceptile-mega","284","19","552","grass|dragon","lightning-rod","70","110","75","145","85","145"
"10077","kyogre-primal","347","98","4300","water","primordial-sea","100","150","90","180","160","90"
"10072","steelix-mega","214","105","7400","steel|ground","sand-force","75","125","230","55","95","30"
"10059","lucario-mega","219","13","575","fighting|steel","adaptability","70","145","88","140","70","112"
"10063","latios-mega","315","23","700","dragon|psychic","levitate","80","130","100","160","120","110"
"10068","gallade-mega","278","16","564","psychic|fighting","inner-focus","68","165","95","65","115","110"
"10078","groudon-primal","347","50","9997","ground|fire","desolate-land","100","180","160","150","90","90"
"10073","pidgeot-mega","261","22","505","normal|flying","no-guard","83","80","80","135","80","121"
"10085","pikachu-cosplay","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10066","sableye-mega","168","5","1610","dark|ghost","magic-bounce","50","85","125","85","115","20"
"10080","pikachu-rock-star","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10067","altaria-mega","207","15","206","dragon|fairy","pixilate","75","110","110","110","105","80"
"10071","slowbro-mega","207","20","1200","water|psychic","shell-armor","95","75","180","130","80","30"
"10076","metagross-mega","315","25","9429","steel|psychic","tough-claws","80","145","150","105","110","110"
"10086","hoopa-unbound","306","65","4900","psychic|dark","magician","80","160","60","170","130","80"
"10081","pikachu-belle","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10093","raticate-totem-alola","145","14","1050","dark|normal","gluttony|hustle|thick-fat","75","71","70","40","80","77"
"10074","glalie-mega","203","21","3502","ice","refrigerate","80","120","80","120","80","100"
"10088","lopunny-mega","203","13","283","normal|fighting","scrappy","65","136","94","54","96","135"
"10075","diancie-mega","315","11","278","rock|fairy","magic-bounce","50","160","110","160","110","110"
"10084","pikachu-libre","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10079","rayquaza-mega","351","108","3920","dragon|flying","delta-stream","105","180","100","180","100","115"
"10094","pikachu-original-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10089","salamence-mega","315","18","1126","dragon|flying","aerilate","95","145","130","120","90","120"
"10101","sandshrew-alola","60","7","400","ice|steel","snow-cloak|slush-rush","50","75","90","10","35","40"
"10082","pikachu-pop-star","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10096","pikachu-sinnoh-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10083","pikachu-phd","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10092","raticate-alola","145","7","255","dark|normal","gluttony|hustle|thick-fat","75","71","70","40","80","77"
"10087","camerupt-mega","196","25","3205","fire|ground","sheer-force","70","120","100","145","105","20"
"10102","sandslash-alola","158","12","550","ice|steel","snow-cloak|slush-rush","75","100","120","25","65","65"
"10097","pikachu-unova-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10109","geodude-alola","60","4","203","rock|electric","magnet-pull|sturdy|galvanize","40","80","100","30","30","20"
"10090","beedrill-mega","223","14","405","bug|poison","adaptability","65","150","40","15","80","145"
"10104","ninetales-alola","177","11","199","ice|fairy","snow-cloak|snow-warning","73","67","75","81","100","109"
"10091","rattata-alola","51","3","38","dark|normal","gluttony|hustle|thick-fat","30","56","35","25","35","72"
"10095","pikachu-hoenn-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10100","raichu-alola","243","7","210","electric|psychic","surge-surfer","60","85","50","95","85","110"
"10110","graveler-alola","137","10","1100","rock|electric","magnet-pull|sturdy|galvanize","55","95","115","45","45","35"
"10117","greninja-ash","288","15","400","water|dark","battle-bond","72","145","67","153","71","132"
"10098","pikachu-kalos-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10105","diglett-alola","53","2","10","ground|steel","sand-veil|tangling-hair|sand-force","10","55","30","35","45","90"
"10112","grimer-alola","65","7","420","poison|dark","poison-touch|gluttony|power-of-alchemy","80","80","50","40","50","25"
"10099","pikachu-alola-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10103","vulpix-alola","60","6","99","ice","snow-cloak|snow-warning","38","41","40","50","65","65"
"10108","persian-alola","154","11","330","dark","fur-coat|technician|rattled","65","60","60","75","65","115"
"10118","zygarde-10-power-construct","243","12","335","dragon|ground","power-construct","54","100","71","61","85","115"
"10125","oricorio-sensu","167","6","34","ghost|flying","dancer","75","70","70","98","70","93"
"10113","muk-alola","175","10","520","poison|dark","poison-touch|gluttony|power-of-alchemy","105","105","75","65","100","50"
"10106","dugtrio-alola","149","7","666","ground|steel","sand-veil|tangling-hair|sand-force","35","100","60","50","70","110"
"10120","zygarde-complete","354","45","6100","dragon|ground","power-construct","216","100","121","91","95","85"
"10111","golem-alola","223","17","3160","rock|electric","magnet-pull|sturdy|galvanize","80","120","130","55","65","45"
"10107","meowth-alola","58","4","42","dark","pickup|technician|rattled","40","35","35","50","40","90"
"10116","greninja-battle-bond","239","15","400","water|dark","battle-bond","72","95","67","103","71","122"
"10133","minior-blue-meteor","154","3","400","rock|flying","shields-down","60","60","100","60","100","60"
"10126","lycanroc-midnight","170","11","250","rock","keen-eye|vital-spirit|no-guard","85","115","75","55","75","82"
"10121","gumshoos-totem","146","14","600","normal","stakeout|strong-jaw|adaptability","88","110","60","55","60","45"
"10114","exeggutor-alola","186","109","4156","grass|dragon","frisk|harvest","95","105","85","125","75","45"
"10128","lurantis-totem","168","15","580","grass","leaf-guard|contrary","70","105","90","80","90","45"
"10119","zygarde-50-power-construct","300","50","3050","dragon|ground","power-construct","108","100","121","81","95","95"
"10115","marowak-alola","149","10","340","fire|ghost","cursed-body|lightning-rod|rock-head","60","80","110","50","80","45"
"10124","oricorio-pau","167","6","34","psychic|flying","dancer","75","70","70","98","70","93"
"10141","minior-indigo","175","3","3","rock|flying","shields-down","60","100","60","100","60","120"
"10122","vikavolt-totem","225","26","1475","bug|electric","levitate","77","70","90","145","75","43"
"10129","salazzle-totem","168","21","810","poison|fire","corrosion|oblivious","68","64","60","111","60","117"
"10136","minior-red","175","3","3","rock|flying","shields-down","60","100","60","100","60","120"
"10134","minior-indigo-meteor","154","3","400","rock|flying","shields-down","60","60","100","60","100","60"
"10127","wishiwashi-school","217","82","786","water","schooling","45","140","130","140","135","30"
"10123","oricorio-pom-pom","167","6","34","electric|flying","dancer","75","70","70","98","70","93"
"10144","mimikyu-totem-disguised","167","4","28","ghost|fairy","disguise","55","90","80","50","105","96"
"10142","minior-violet","175","3","3","rock|flying","shields-down","60","100","60","100","60","120"
"10132","minior-green-meteor","154","3","400","rock|flying","shields-down","60","60","100","60","100","60"
"10130","minior-orange-meteor","154","3","400","rock|flying","shields-down","60","60","100","60","100","60"
"10149","marowak-totem","149","17","980","fire|ghost","cursed-body|lightning-rod|rock-head","60","80","110","50","80","45"
"10137","minior-orange","175","3","3","rock|flying","shields-down","60","100","60","100","60","120"
"10135","minior-violet-meteor","154","3","400","rock|flying","shields-down","60","60","100","60","100","60"
"10131","minior-yellow-meteor","154","3","400","rock|flying","shields-down","60","60","100","60","100","60"
"10150","ribombee-totem","162","4","20","bug|fairy","honey-gather|shield-dust|sweet-veil","60","55","60","95","70","124"
"10157","necrozma-ultra","339","75","2300","psychic|dragon","neuroforce","97","167","97","167","97","129"
"10145","mimikyu-totem-busted","167","4","28","ghost|fairy","disguise","55","90","80","50","105","96"
"10138","minior-yellow","175","3","3","rock|flying","shields-down","60","100","60","100","60","120"
"10140","minior-blue","175","3","3","rock|flying","shields-down","60","100","60","100","60","120"
"10152","lycanroc-dusk","170","8","250","rock","tough-claws","75","117","65","55","65","110"
"10143","mimikyu-busted","167","2","7","ghost|fairy","disguise","55","90","80","50","105","96"
"10139","minior-green","175","3","3","rock|flying","shields-down","60","100","60","100","60","120"
"10158","pikachu-starter","86","4","60","electric","static|lightning-rod","45","80","50","75","60","120"
"10165","slowbro-galar","172","16","705","poison|psychic","quick-draw|own-tempo|regenerator","95","100","95","100","70","30"
"10153","araquanid-totem","159","31","2175","water|bug","water-bubble|water-absorb","68","70","92","50","132","42"
"10146","kommo-o-totem","270","24","2075","dragon|fighting","bulletproof|soundproof|overcoat","75","110","125","100","105","85"
"10160","pikachu-world-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10148","pikachu-partner-cap","112","4","60","electric","static|lightning-rod","35","55","40","50","50","90"
"10151","rockruff-own-tempo","56","5","92","rock","own-tempo","45","65","40","30","40","60"
"10147","magearna-original","300","10","805","steel|fairy","soul-heart","80","95","115","130","115","65"
"10166","farfetchd-galar","132","8","420","fighting","steadfast|scrappy","52","95","55","58","62","55"
"10156","necrozma-dawn","340","42","3500","psychic|ghost","prism-armor","97","113","109","157","127","77"
"10161","meowth-galar","58","4","75","steel","pickup|tough-claws|unnerve","50","65","55","40","40","40"
"10154","togedemaru-totem","152","6","130","electric|steel","iron-barbs|lightning-rod|sturdy","65","98","63","40","73","96"
"10168","mr-mime-galar","161","14","568","ice|psychic","vital-spirit|screen-cleaner|ice-body","50","65","65","90","90","100"
"10173","corsola-galar","144","6","5","ghost","weak-armor|cursed-body","60","55","100","65","100","30"
"10159","eevee-starter","87","3","65","normal","run-away|adaptability|anticipation","65","75","70","65","85","75"
"10155","necrozma-dusk","340","38","4600","psychic|steel","prism-armor","97","157","127","113","109","77"
"10174","zigzagoon-galar","56","4","175","dark|normal","pickup|gluttony|quick-feet","38","30","41","30","41","60"
"10164","slowpoke-galar","63","12","360","psychic","gluttony|own-tempo|regenerator","90","65","65","40","40","15"
"10176","darumaka-galar","63","7","400","ice","hustle|inner-focus","70","90","45","15","45","50"
"10169","articuno-galar","290","17","509","psychic|flying","competitive","90","85","85","125","100","95"
"10162","ponyta-galar","82","8","240","psychic","run-away|pastel-veil|anticipation","50","85","55","65","65","90"
"10181","zygarde-10","243","12","335","dragon|ground","aura-break","54","100","71","61","85","115"
"10167","weezing-galar","172","30","160","poison|fairy","levitate|neutralizing-gas|misty-surge","65","90","120","85","70","60"
"10163","rapidash-galar","175","17","800","psychic|fairy","run-away|pastel-veil|anticipation","65","100","70","80","80","105"
"10184","toxtricity-low-key","176","16","400","electric|poison","punk-rock|minus|technician","75","98","70","114","70","75"
"10172","slowking-galar","172","18","795","poison|psychic","curious-medicine|own-tempo|regenerator","95","65","80","110","110","30"
"10170","zapdos-galar","290","16","582","fighting|flying","defiant","90","125","90","85","90","100"
"10177","darmanitan-galar-standard","168","17","1200","ice","gorilla-tactics|zen-mode","105","140","55","30","55","95"
"10182","cramorant-gulping","166","8","180","flying|water","gulp-missile","70","85","55","85","95","85"
"10189","zamazenta-crowned","360","29","7850","fighting|steel","dauntless-shield","92","120","140","80","140","128"
"10175","linoone-galar","147","5","325","dark|normal","pickup|gluttony|quick-feet","78","70","61","50","61","100"
"10171","moltres-galar","290","20","660","dark|flying","berserk","90","85","90","100","125","90"
"10192","zarude-dada","300","18","700","dark|grass","leaf-guard","105","120","105","70","95","105"
"10178","darmanitan-galar-zen","189","17","1200","ice|fire","gorilla-tactics|zen-mode","105","160","55","30","55","135"
"10180","stunfisk-galar","165","7","205","ground|steel","mimicry","109","81","99","66","84","32"
"10185","eiscue-noice","165","14","890","ice","ice-face","75","80","70","65","50","130"
"10190","eternatus-eternamax","563","1000","0","poison|dragon","pressure","255","115","250","125","250","130"
"10183","cramorant-gorging","166","8","180","flying|water","gulp-missile","70","85","55","85","95","85"
"10197","blastoise-gmax","239","250","10000","water","torrent|rain-dish","79","83","100","85","105","78"
"10179","yamask-galar","61","5","15","ground|ghost","wandering-spirit","38","55","85","30","65","30"
"10200","meowth-gmax","58","330","10000","normal","pickup|technician|unnerve","40","45","35","40","40","90"
"10188","zacian-crowned","360","28","3550","fairy|steel","intrepid-sword","92","150","115","80","115","148"
"10186","indeedee-female","166","9","280","psychic|normal","own-tempo|synchronize|psychic-surge","70","55","65","95","105","85"
"10193","calyrex-ice","340","24","8091","psychic|ice","as-one-glastrier","100","165","150","85","130","50"
"10198","butterfree-gmax","178","170","10000","bug|flying","compound-eyes|tinted-lens","60","45","50","90","80","70"
"10191","urshifu-rapid-strike","275","19","1050","fighting|water","unseen-fist","100","130","100","63","60","97"
"10205","eevee-gmax","65","180","10000","normal","run-away|adaptability|anticipation","55","55","50","45","65","55"
"10187","morpeko-hangry","153","3","30","electric|dark","hunger-switch","58","95","58","70","58","97"
"10208","melmetal-gmax","270","250","10000","steel","iron-fist","135","143","143","80","65","34"
"10196","charizard-gmax","240","280","10000","fire|flying","blaze|solar-power","78","84","78","109","85","100"
"10194","calyrex-shadow","340","24","536","psychic|ghost","as-one-spectrier","100","85","80","165","100","150"
"10201","machamp-gmax","227","250","10000","fighting","guts|no-guard|steadfast","90","130","80","65","85","55"
"10206","snorlax-gmax","189","350","10000","normal","immunity|thick-fat|gluttony","160","110","65","65","110","30"
"10199","pikachu-gmax","112","210","10000","electric","static|lightning-rod","35","55","40","50","50","90"
"10213","orbeetle-gmax","253","140","10000","bug|psychic","swarm|frisk|telepathy","60","45","110","80","120","90"
"10195","venusaur-gmax","236","240","10000","grass|poison","overgrow|chlorophyll","80","82","83","100","100","80"
"10216","flapple-gmax","170","240","10000","grass|dragon","ripen|gluttony|hustle","70","110","80","95","60","70"
"10204","lapras-gmax","187","240","10000","water|ice","water-absorb|shell-armor|hydration","130","85","80","85","95","60"
"10214","drednaw-gmax","170","240","10000","water|rock","strong-jaw|shell-armor|swift-swim","90","115","90","48","68","74"
"10202","gengar-gmax","225","200","10000","ghost|poison","cursed-body","60","65","60","130","75","110"
"10209","rillaboom-gmax","265","280","10000","grass","overgrow|grassy-surge","100","125","90","60","70","85"
"10221","hatterene-gmax","255","260","10000","psychic|fairy","healer|anticipation|magic-bounce","57","90","95","136","103","29"
"10207","garbodor-gmax","166","210","10000","poison","stench|weak-armor|aftermath","80","95","82","60","82","75"
"10203","kingler-gmax","166","190","10000","water","hyper-cutter|shell-armor|sheer-force","55","130","115","50","50","75"
"10224","copperajah-gmax","175","230","10000","steel","sheer-force|heavy-metal","122","130","69","80","69","30"
"10212","corviknight-gmax","248","140","10000","flying|steel","pressure|unnerve|mirror-armor","98","87","105","53","85","67"
"10217","appletun-gmax","170","240","10000","grass|dragon","ripen|gluttony|thick-fat","110","85","80","100","80","30"
"10210","cinderace-gmax","265","270","10000","fire","blaze|libero","80","116","75","65","75","119"
"10222","grimmsnarl-gmax","255","320","10000","dark|fairy","prankster|frisk|pickpocket","95","120","65","95","75","60"
"10215","coalossal-gmax","255","420","10000","rock|fire","steam-engine|flame-body|flash-fire","110","80","120","80","90","30"
"10229","growlithe-hisui","70","8","227","fire|rock","intimidate|flash-fire|rock-head","60","75","45","65","50","55"
"10211","inteleon-gmax","265","400","10000","water","torrent|sniper","70","85","65","125","65","120"
